Település,Megye,Település típusa,Szavazókör db,Névjegyzékben szereplő választópolgárok száma,Megjelentek száma,Bélyegző nélküli szavazólapok száma,Lebélyegzett szavazólapok száma,"Érvénytelen, lebélyegzett szavazólapok száma",Érvényes szavazólapok száma,MSZP-PÁRBESZÉD,MKKP,JOBBIK,FIDESZ,MOMENTUM,DK,MI HAZÁNK,MUNKÁSPÁRT,LMP
Kemeneskápolna,Vas,Község,1,77,45,0,45,1,44,0,0,2,27,1,11,3,0,0
Kemenesmagasi,Vas,Község,1,713,312,0,312,0,312,13,1,12,246,6,24,10,0,0
Kemenesmihályfa,Vas,Község,1,433,182,0,182,4,178,8,2,8,122,10,23,3,1,1
Kemenespálfa,Vas,Község,1,333,123,0,123,0,123,1,0,10,95,2,9,3,1,2
Kemenessömjén,Vas,Község,1,473,177,0,177,0,177,9,0,10,117,13,21,5,2,0
Kemenesszentmárton,Vas,Község,1,170,72,0,72,0,72,1,0,2,55,4,7,1,1,1
Kemestaródfa,Vas,Község,1,184,108,0,108,0,108,2,1,8,77,5,11,3,0,1
Kenéz,Vas,Község,1,220,99,0,99,1,98,4,0,5,73,4,3,2,1,6
Kenyeri,Vas,Község,1,689,360,0,360,1,359,17,2,20,275,10,22,6,2,5
Kercaszomor,Vas,Község,1,200,116,0,116,2,114,4,4,3,89,3,8,3,0,0
Kerkáskápolna,Vas,Község,1,55,39,0,39,0,39,0,1,3,26,1,3,4,0,1
Kétvölgy,Vas,Község,1,112,65,0,65,0,65,3,4,9,40,0,6,0,0,3
Kisrákos,Vas,Község,1,160,100,0,100,0,100,3,2,12,72,1,5,3,0,2
Kissomlyó,Vas,Község,1,197,72,0,72,0,72,5,6,9,36,6,5,3,0,2
Kisunyom,Vas,Község,1,362,176,0,176,1,175,8,5,6,112,9,24,4,1,6
Kiszsidány,Vas,Község,1,68,42,0,42,0,42,6,3,2,27,2,1,1,0,0
Kondorfa,Vas,Község,1,423,219,0,219,3,216,4,3,12,165,2,29,0,1,0
Köcsk,Vas,Község,1,215,100,0,100,1,99,6,0,8,74,1,6,4,0,0
Körmend,Vas,Város,10,9249,4659,0,4654,14,4640,208,64,423,2998,262,474,132,5,74
Kőszeg,Vas,Város,9,9310,4541,0,4539,20,4519,240,103,273,2704,352,624,135,11,77
Kőszegdoroszló,Vas,Község,1,207,118,0,118,2,116,3,4,7,86,4,7,3,1,1
Kőszegpaty,Vas,Község,1,153,72,0,72,0,72,5,1,3,51,5,5,1,0,1
Kőszegszerdahely,Vas,Község,1,406,216,0,216,2,214,10,8,15,115,10,37,14,0,5
Lócs,Vas,Község,1,89,52,0,52,0,52,1,2,2,34,3,7,3,0,0
Lukácsháza,Vas,Község,1,888,453,0,453,3,450,18,10,20,309,38,36,11,2,6
Magyarlak,Vas,Község,1,657,328,0,328,0,328,7,5,47,228,9,16,11,0,5
Magyarnádalja,Vas,Község,1,184,107,0,107,0,107,5,2,7,82,6,3,1,1,0
Magyarszecsőd,Vas,Község,1,364,195,0,195,4,191,8,1,10,138,9,15,8,1,1
Magyarszombatfa,Vas,Község,1,222,123,0,123,1,122,11,3,7,76,7,12,6,0,0
Meggyeskovácsi,Vas,Község,1,549,208,0,208,1,207,12,1,22,131,10,27,2,1,1
Megyehíd,Vas,Község,1,259,129,0,129,0,129,5,5,17,80,7,6,4,0,5
Mersevát,Vas,Község,1,477,229,0,229,2,227,8,3,11,153,5,41,3,0,3
Mesterháza,Vas,Község,1,136,69,0,69,0,69,4,1,11,35,3,10,2,1,2
Mesteri,Vas,Község,1,178,92,0,92,1,91,3,1,3,75,1,5,2,0,1
Meszlen,Vas,Község,1,181,113,0,113,4,109,5,4,8,77,1,10,2,2,0
Mikosszéplak,Vas,Község,1,244,98,0,98,1,97,6,2,6,68,2,9,4,0,0
Molnaszecsőd,Vas,Község,1,334,181,0,181,1,180,3,3,16,130,8,15,4,0,1
Nádasd,Vas,Község,1,1071,505,0,505,5,500,13,17,32,375,13,23,21,2,4
Nagygeresd,Vas,Község,1,222,111,0,111,1,110,10,3,11,59,1,22,1,0,3
Nagykölked,Vas,Község,1,117,61,0,61,0,61,2,2,2,41,5,6,2,0,1
Nagymizdó,Vas,Község,1,96,73,0,73,0,73,2,0,3,63,1,3,0,0,1
Nagyrákos,Vas,Község,1,221,111,0,111,0,111,7,3,6,78,5,10,0,0,2
Nagysimonyi,Vas,Község,1,810,376,0,376,1,375,13,10,20,263,12,33,19,3,2
Nagytilaj,Vas,Község,1,103,33,0,33,0,33,0,0,4,23,0,4,2,0,0
Nárai,Vas,Község,1,1098,517,0,517,2,515,23,15,29,329,46,51,12,0,10
Narda,Vas,Község,1,407,265,0,265,1,264,11,3,8,212,9,15,1,1,4
Nemesbőd,Vas,Község,1,520,244,0,244,2,242,7,8,15,159,12,29,6,0,6
Nemescsó,Vas,Község,1,244,144,0,144,2,142,5,5,8,102,7,14,1,0,0
Nemeskeresztúr,Vas,Község,1,237,104,0,104,0,104,2,0,8,76,3,9,1,0,5
Nemeskocs,Vas,Község,1,262,128,0,128,0,128,3,6,15,79,3,13,6,0,3
Nemeskolta,Vas,Község,1,300,132,0,132,1,131,8,1,16,65,9,26,4,0,2
Nemesládony,Vas,Község,1,110,62,0,62,0,62,4,1,3,44,0,8,1,0,1
Nemesmedves,Vas,Község,1,24,14,0,14,0,14,0,0,0,11,2,0,0,0,1
Nemesrempehollós,Vas,Község,1,228,100,0,100,2,98,4,6,3,71,6,7,1,0,0
Nick,Vas,Község,1,441,235,0,235,1,234,8,5,21,168,3,24,2,1,2
Nyőgér,Vas,Község,1,270,144,0,144,2,142,3,8,9,103,3,10,2,2,2
Olaszfa,Vas,Község,1,321,144,0,144,0,144,2,3,6,117,2,6,4,3,1
Ólmod,Vas,Község,1,88,50,0,50,0,50,3,2,8,32,3,2,0,0,0
Orfalu,Vas,Község,1,70,44,0,44,0,44,0,6,4,18,3,8,2,0,3
Ostffyasszonyfa,Vas,Község,1,649,298,0,298,1,297,27,9,28,175,13,35,8,0,2
Oszkó,Vas,Község,1,539,222,0,222,1,221,3,7,24,150,11,19,2,1,4
Ölbő,Vas,Község,1,587,235,0,235,0,235,13,0,21,136,14,34,6,5,6
Őrimagyarósd,Vas,Község,1,197,126,0,126,0,126,4,2,17,89,5,6,1,1,1
Őriszentpéter,Vas,Város,1,977,525,0,525,1,524,21,21,48,290,48,67,16,2,11
Pácsony,Vas,Község,1,244,116,0,116,2,114,0,0,9,68,4,16,11,0,6
Pankasz,Vas,Község,1,360,162,0,162,0,162,2,1,8,130,3,9,8,0,1
Pápoc,Vas,Község,1,239,147,0,147,1,146,2,3,3,126,3,6,1,0,2
Pecöl,Vas,Község,1,650,298,0,298,1,297,9,3,30,201,10,32,6,1,5
Perenye,Vas,Község,1,559,309,0,309,1,308,9,6,17,210,39,17,4,0,6
Peresznye,Vas,Község,1,432,250,0,250,4,246,4,9,9,199,13,6,3,1,2
Petőmihályfa,Vas,Község,1,176,100,0,100,3,97,1,0,5,70,7,10,3,1,0
Pinkamindszent,Vas,Község,1,145,83,0,83,3,80,3,2,10,55,5,4,1,0,0
Pornóapáti,Vas,Község,1,277,172,0,172,3,169,15,3,7,114,9,14,2,0,5
Porpác,Vas,Község,1,115,62,0,62,2,60,1,2,6,36,5,6,3,1,0
Pósfa,Vas,Község,1,225,126,0,126,1,125,11,1,13,75,1,20,2,0,2
Pusztacsó,Vas,Község,1,128,74,0,74,2,72,2,1,3,64,1,0,1,0,0
Püspökmolnári,Vas,Község,1,717,381,0,381,5,376,12,7,30,268,28,20,5,1,5
Rábagyarmat,Vas,Község,1,640,300,0,300,4,296,7,6,13,234,9,17,7,0,3
Rábahídvég,Vas,Község,1,779,269,0,269,1,268,9,1,14,192,18,27,3,2,2
Rábapaty,Vas,Község,2,1367,515,0,515,1,514,24,8,37,326,38,61,16,0,4
Rábatöttös,Vas,Község,1,196,100,0,100,0,100,1,1,1,89,2,5,0,0,1
Rádóckölked,Vas,Község,1,226,130,0,130,0,130,5,4,19,91,5,5,1,0,0
Rátót,Vas,Község,1,187,85,0,85,1,84,1,3,10,49,7,12,1,0,1
Répcelak,Vas,Város,3,2175,1081,0,1081,4,1077,100,12,39,715,60,103,31,2,15
Répceszentgyörgy,Vas,Község,1,97,59,0,59,1,58,4,1,1,42,1,5,0,1,3
Rönök,Vas,Község,1,339,130,0,130,0,130,0,0,20,88,0,11,9,0,2
Rum,Vas,Község,1,924,365,0,365,2,363,9,12,31,243,17,43,5,0,3
Sajtoskál,Vas,Község,1,244,130,0,130,0,130,3,1,13,101,5,4,2,0,1
Salköveskút,Vas,Község,1,387,200,0,200,0,200,1,0,12,150,11,15,10,0,1
Sárfimizdó,Vas,Község,1,81,55,0,55,0,55,1,1,3,50,0,0,0,0,0
Sárvár,Vas,Város,18,11919,5695,1,5693,26,5667,406,120,376,3134,495,849,144,24,119
Sé,Vas,Község,1,1102,531,0,531,1,530,23,11,32,296,77,70,12,0,9
Simaság,Vas,Község,1,431,220,0,220,4,216,7,2,13,163,7,13,7,0,4
Sitke,Vas,Község,1,569,276,0,276,3,273,16,3,17,181,11,21,17,4,3
Sorkifalud,Vas,Község,3,535,242,0,242,2,240,10,8,15,158,16,25,2,2,4
Sorkikápolna,Vas,Község,1,204,99,0,99,1,98,3,1,6,71,6,4,5,0,2
Sorokpolány,Vas,Község,1,662,295,0,295,0,295,9,5,24,192,20,33,5,1,6
Sótony,Vas,Község,1,513,249,0,249,1,248,8,6,23,173,7,19,7,0,5
Söpte,Vas,Község,1,651,302,0,302,4,298,18,5,26,160,15,58,10,0,6
Szaknyér,Vas,Község,1,49,42,0,42,0,42,2,0,2,33,3,0,2,0,0
Szakonyfalu,Vas,Község,1,298,157,0,157,1,156,5,0,7,125,4,8,4,1,2
Szalafő,Vas,Község,1,182,101,0,101,1,100,3,1,18,57,7,10,3,0,1
Szarvaskend,Vas,Község,1,195,124,0,124,0,124,0,0,5,111,1,3,4,0,0
Szatta,Vas,Község,1,59,42,0,42,0,42,4,1,1,26,3,4,2,0,1
Szeleste,Vas,Község,1,527,247,0,247,1,246,10,4,11,185,14,12,6,0,4
Szemenye,Vas,Község,1,274,91,0,91,1,90,1,0,9,63,5,7,4,0,1
Szentgotthárd,Vas,Város,13,6706,3353,0,3353,14,3339,139,62,599,1938,191,304,38,6,62
Szentpéterfa,Vas,Község,1,838,471,0,471,1,470,14,7,14,380,19,23,7,1,5
Szergény,Vas,Község,1,246,106,0,106,0,106,1,0,4,78,3,16,3,1,0
Szombathely,Vas,Megyei jogú város,69,61969,31399,5,31384,134,31250,2541,716,1317,16319,3311,5626,628,77,715
Szőce,Vas,Község,1,282,156,0,156,0,156,2,2,4,123,7,11,4,2,1
Tanakajd,Vas,Község,1,612,300,0,300,0,300,15,12,17,187,27,33,6,0,3
Táplánszentkereszt,Vas,Község,2,2051,937,0,937,6,931,50,22,52,547,112,116,14,4,14
Telekes,Vas,Község,1,413,172,0,172,1,171,4,4,19,112,8,15,3,5,1
Tokorcs,Vas,Község,1,276,144,0,144,2,142,4,6,15,81,12,14,7,0,3
Tompaládony,Vas,Község,1,252,130,0,130,1,129,2,0,7,104,2,10,2,2,0
Tormásliget,Vas,Község,1,268,135,0,135,1,134,9,1,12,88,1,12,5,3,3
Torony,Vas,Község,2,1568,578,0,578,2,576,35,11,23,344,55,81,15,0,12
Tömörd,Vas,Község,1,238,138,0,138,2,136,6,9,11,100,2,3,4,0,1
Uraiújfalu,Vas,Község,2,711,288,0,288,0,288,15,2,35,142,22,48,14,2,8
Vámoscsalád,Vas,Község,1,254,158,0,158,0,158,5,1,5,117,15,11,2,0,2
Vasalja,Vas,Község,1,283,134,0,134,1,133,3,2,6,108,4,6,2,0,2
Vásárosmiske,Vas,Község,1,283,160,0,160,2,158,3,1,18,115,4,11,4,2,0
Vasasszonyfa,Vas,Község,1,311,175,0,175,3,172,5,4,8,131,5,12,4,0,3
Vasegerszeg,Vas,Község,1,309,177,0,177,0,177,7,1,17,128,7,8,4,2,3
Vashosszúfalu,Vas,Község,1,312,158,0,158,3,155,4,0,18,104,3,16,7,0,3
Vaskeresztes,Vas,Község,1,277,201,0,201,0,201,2,0,3,157,17,19,3,0,0
Vassurány,Vas,Község,1,658,308,0,308,0,308,16,17,13,213,18,19,6,1,5
Vasszécseny,Vas,Község,2,1122,486,0,486,1,485,27,8,42,254,44,90,13,1,6
Vasszentmihály,Vas,Község,1,285,143,0,143,0,143,3,0,21,94,3,18,1,0,3
Vasszilvágy,Vas,Község,1,342,163,0,163,1,162,3,4,10,117,7,16,3,0,2
Vasvár,Vas,Város,7,3451,1610,0,1610,3,1607,45,26,127,1085,73,185,31,5,30
Vát,Vas,Község,1,565,222,0,222,3,219,11,1,15,149,17,20,0,1,5
Velem,Vas,Község,1,330,190,0,190,0,190,15,2,11,107,22,25,6,0,2
Velemér,Vas,Község,1,67,50,0,50,0,50,3,0,8,30,2,2,5,0,0
Vép,Vas,Város,4,2702,1103,0,1103,2,1101,41,16,62,711,77,142,24,2,26
Viszák,Vas,Község,1,225,126,0,126,0,126,10,6,10,88,6,3,2,1,0
Vönöck,Vas,Község,1,610,294,0,294,2,292,12,3,23,205,10,21,13,0,5
Zsédeny,Vas,Község,1,166,83,0,83,0,83,2,2,4,52,8,14,1,0,0
Zsennye,Vas,Község,1,85,55,0,55,0,55,3,1,0,45,1,2,2,0,1
Ábrahámhegy,Veszprém,Község,1,543,367,0,367,1,366,23,4,28,203,35,54,11,1,7
Adásztevel,Veszprém,Község,1,676,298,0,298,4,294,9,4,21,222,7,21,7,1,2
Adorjánháza,Veszprém,Község,1,308,109,0,109,3,106,0,0,18,80,1,6,1,0,0
Ajka,Veszprém,Város,29,23570,10002,2,9999,30,9969,1011,232,676,4732,727,2001,376,32,182
Alsóörs,Veszprém,Község,2,1622,926,0,926,1,925,57,10,30,542,91,143,26,1,25
Apácatorna,Veszprém,Község,1,131,59,0,59,1,58,2,0,2,43,3,3,4,0,1
Aszófő,Veszprém,Község,1,407,252,0,252,4,248,18,3,21,135,26,37,3,0,5
Badacsonytomaj,Veszprém,Város,3,1990,1049,0,1049,6,1043,94,28,67,521,75,179,53,4,22
Badacsonytördemic,Veszprém,Község,1,796,445,0,445,2,443,32,12,39,242,25,64,18,2,9
Bakonybél,Veszprém,Község,1,1018,465,0,464,0,464,11,20,30,271,59,36,14,7,16
Bakonyjákó,Veszprém,Község,1,590,304,0,304,4,300,16,5,23,181,23,36,9,3,4
Bakonykoppány,Veszprém,Község,1,179,96,0,96,1,95,2,0,8,66,3,8,4,1,3
Bakonynána,Veszprém,Község,1,819,276,0,276,2,274,14,8,26,164,10,32,5,2,13
Bakonyoszlop,Veszprém,Község,1,370,169,0,169,0,169,6,4,13,104,6,13,11,3,9
Bakonypölöske,Veszprém,Község,1,327,119,0,119,0,119,7,0,6,76,4,15,6,0,5
Bakonyság,Veszprém,Község,1,59,36,0,36,1,35,1,1,1,29,0,2,0,1,0
Bakonyszentiván,Veszprém,Község,1,168,87,0,87,1,86,3,0,10,60,3,7,1,0,2
Bakonyszentkirály,Veszprém,Község,1,689,234,0,234,0,234,13,3,18,156,7,25,7,0,5
Bakonyszücs,Veszprém,Község,1,253,140,0,140,0,140,4,3,4,112,5,7,4,0,1
Bakonytamási,Veszprém,Község,1,503,203,0,203,0,203,4,2,32,141,4,12,6,0,2
Balatonakali,Veszprém,Község,1,677,372,1,371,1,370,20,11,17,223,29,55,7,0,8
Balatonakarattya,Veszprém,Község,1,896,543,0,543,4,539,31,14,21,290,58,91,21,2,11
Balatonalmádi,Veszprém,Város,8,8101,4369,0,4368,16,4352,215,124,189,2362,537,680,122,20,103
Balatoncsicsó,Veszprém,Község,1,200,94,0,94,0,94,5,3,13,48,11,7,2,1,4
Balatonederics,Veszprém,Község,1,882,418,0,418,2,416,21,5,21,268,23,44,25,0,9
Balatonfőkajár,Veszprém,Község,1,1127,450,0,450,7,443,8,5,21,293,32,58,18,1,7
Balatonfüred,Veszprém,Város,8,11704,5823,0,5823,13,5810,350,175,271,3093,659,964,155,14,129
Balatonfűzfő,Veszprém,Város,5,3785,1864,0,1864,4,1860,152,32,83,944,169,374,50,12,44
Balatonhenye,Veszprém,Község,1,110,61,0,61,0,61,3,0,6,40,3,5,1,0,3
Balatonkenese,Veszprém,Város,3,2411,1265,0,1265,6,1259,77,32,46,726,120,189,40,3,26
Balatonrendes,Veszprém,Község,1,175,121,0,121,0,121,6,5,9,53,12,32,3,0,1
Balatonszepezd,Veszprém,Község,1,464,272,0,272,8,264,17,2,10,152,25,47,8,1,2
Balatonszőlős,Veszprém,Község,1,527,236,0,236,1,235,7,9,39,102,33,28,9,0,8
Balatonudvari,Veszprém,Község,1,372,239,0,239,3,236,10,4,6,126,29,46,15,0,0
Bánd,Veszprém,Község,1,546,298,0,298,2,296,9,16,12,173,38,30,13,0,5
Barnag,Veszprém,Község,1,114,77,0,77,0,77,1,4,2,54,7,4,3,1,1
Bazsi,Veszprém,Község,1,355,106,0,106,0,106,2,1,10,72,9,9,2,0,1
Béb,Veszprém,Község,1,199,120,0,120,2,118,4,0,11,83,4,13,3,0,0
Békás,Veszprém,Község,1,165,74,0,74,0,74,0,0,6,62,0,4,2,0,0
Berhida,Veszprém,Város,6,4608,1331,0,1331,7,1324,98,29,106,720,67,217,60,9,18
Bodorfa,Veszprém,Község,1,86,49,0,49,0,49,3,0,7,32,0,5,2,0,0
Borszörcsök,Veszprém,Község,1,281,133,0,133,0,133,3,4,8,107,1,3,6,1,0
Borzavár,Veszprém,Község,1,606,235,0,235,1,234,12,3,27,130,13,29,10,2,8
Csabrendek,Veszprém,Község,5,2358,859,0,859,3,856,41,12,68,527,43,78,67,3,17
Csajág,Veszprém,Község,1,700,236,0,236,2,234,13,3,19,142,10,33,12,0,2
Csehbánya,Veszprém,Község,1,246,142,0,142,1,141,4,3,11,97,9,7,5,0,5
Csesznek,Veszprém,Község,1,436,200,0,200,2,198,12,9,8,119,20,24,2,0,4
Csetény,Veszprém,Község,2,1522,649,0,649,2,647,29,9,64,419,23,62,32,2,7
Csopak,Veszprém,Község,2,1816,1067,0,1063,6,1057,59,20,44,557,133,190,31,7,16
Csót,Veszprém,Község,1,806,314,0,314,3,311,15,3,25,210,3,36,12,1,6
Csögle,Veszprém,Község,1,518,198,0,198,1,197,7,0,7,137,8,27,7,1,3
Dabronc,Veszprém,Község,1,355,126,0,126,2,124,4,2,4,77,3,13,19,1,1
Dabrony,Veszprém,Község,1,330,104,0,104,5,99,3,3,8,67,6,6,5,0,1
Dáka,Veszprém,Község,1,347,157,0,157,1,156,3,2,12,100,8,21,5,1,4
Devecser,Veszprém,Város,4,3513,1188,0,1188,12,1176,58,14,96,654,46,208,85,4,11
Doba,Veszprém,Község,1,379,200,0,200,1,199,6,5,5,152,7,15,9,0,0
Döbrönte,Veszprém,Község,1,233,122,0,122,0,122,4,5,5,77,10,12,6,1,2
Dörgicse,Veszprém,Község,1,254,163,0,163,0,163,2,4,17,94,21,18,3,1,3
Dudar,Veszprém,Község,2,1383,521,0,521,2,519,35,9,51,293,24,72,19,1,15
Egeralja,Veszprém,Község,1,185,129,0,129,1,128,3,1,7,107,1,6,3,0,0
Egyházaskesző,Veszprém,Község,1,398,160,0,160,0,160,8,3,15,110,3,11,8,0,2
Eplény,Veszprém,Község,1,431,233,0,233,0,233,11,8,12,141,19,30,8,0,4
Farkasgyepű,Veszprém,Község,1,356,220,0,220,4,216,22,0,18,120,11,33,8,2,2
Felsőörs,Veszprém,Község,1,1421,755,0,755,1,754,23,36,36,458,70,89,27,3,12
Ganna,Veszprém,Község,1,224,142,0,142,1,141,6,4,17,89,6,9,6,2,2
Gecse,Veszprém,Község,1,326,120,0,120,1,119,0,1,7,81,1,16,8,0,5
Gic,Veszprém,Község,1,305,115,0,115,0,115,7,0,20,65,4,10,4,3,2
Gógánfa,Veszprém,Község,1,641,222,0,222,1,221,11,6,14,149,3,20,11,1,6
Gyepükaján,Veszprém,Község,1,271,124,0,124,0,124,2,0,7,95,3,3,12,2,0
Gyulakeszi,Veszprém,Község,1,604,241,0,241,1,240,8,5,53,127,6,27,8,1,5
Hajmáskér,Veszprém,Község,3,2468,793,0,793,5,788,35,28,74,433,63,118,19,4,14
Halimba,Veszprém,Község,1,960,344,0,344,4,340,11,11,34,210,16,30,21,0,7
Hárskút,Veszprém,Község,1,548,276,0,276,0,276,6,7,18,198,24,18,3,0,2
Hegyesd,Veszprém,Község,1,142,91,0,91,0,91,4,1,7,63,1,8,5,0,2
Hegymagas,Veszprém,Község,1,238,134,0,134,0,134,18,1,8,70,17,14,3,1,2
Herend,Veszprém,Város,4,2839,1313,0,1313,5,1308,62,53,83,723,141,160,49,5,32
Hetyefő,Veszprém,Község,1,76,29,0,29,0,29,0,1,2,19,1,3,1,1,1
Hidegkút,Veszprém,Község,1,363,176,0,176,1,175,12,10,14,85,20,23,5,0,6
Homokbödöge,Veszprém,Község,1,566,231,0,231,1,230,10,1,39,133,7,29,6,1,4
Hosztót,Veszprém,Község,1,60,39,0,39,0,39,1,1,2,32,0,0,3,0,0
Iszkáz,Veszprém,Község,1,277,135,0,135,2,133,1,1,7,116,1,1,4,1,1
Jásd,Veszprém,Község,1,615,301,0,301,3,298,12,5,21,218,15,22,3,1,1
Kamond,Veszprém,Község,1,281,121,0,121,3,118,4,1,8,87,4,12,2,0,0
Kapolcs,Veszprém,Község,1,309,131,0,131,0,131,8,7,4,76,16,15,1,2,2
Káptalanfa,Veszprém,Község,1,661,237,0,237,2,235,8,3,21,142,9,37,11,0,4
Káptalantóti,Veszprém,Község,1,401,191,0,191,0,191,10,5,21,112,17,21,2,0,3
Karakószörcsök,Veszprém,Község,1,225,108,0,108,0,108,5,3,14,70,6,2,6,2,0
Kékkút,Veszprém,Község,1,66,49,0,49,0,49,0,0,4,35,4,2,2,1,1
Kemeneshőgyész,Veszprém,Község,1,371,129,0,129,1,128,8,2,6,91,4,15,2,0,0
Kemenesszentpéter,Veszprém,Község,1,492,202,0,202,1,201,6,1,14,153,8,17,0,1,1
Kerta,Veszprém,Község,1,461,187,0,187,1,186,12,1,6,113,14,20,18,0,2
Királyszentistván,Veszprém,Község,1,421,169,0,169,1,168,17,6,21,70,12,35,2,2,3
Kisapáti,Veszprém,Község,1,309,135,0,135,1,134,8,4,12,77,13,9,9,0,2
Kisberzseny,Veszprém,Község,1,81,36,0,36,0,36,1,0,2,29,0,2,1,0,1
Kiscsősz,Veszprém,Község,1,90,56,0,56,0,56,2,0,2,41,2,8,1,0,0
Kislőd,Veszprém,Község,1,969,349,0,349,2,347,3,7,25,218,18,34,39,0,3
Kispirit,Veszprém,Község,1,60,34,0,34,1,33,0,0,2,31,0,0,0,0,0
Kisszőlős,Veszprém,Község,1,96,34,0,34,0,34,1,2,1,28,0,1,1,0,0
Kolontár,Veszprém,Község,1,592,200,0,200,1,199,8,5,18,114,14,25,9,4,2
Kővágóörs,Veszprém,Község,1,662,316,0,316,3,313,17,5,28,185,24,43,7,0,4
Köveskál,Veszprém,Község,1,319,170,0,170,2,168,8,6,11,107,13,17,4,1,1
Kup,Veszprém,Község,1,369,116,0,116,0,116,10,1,4,58,8,26,4,2,3
Külsővat,Veszprém,Község,1,635,254,0,254,5,249,12,2,26,147,10,27,16,0,9
Küngös,Veszprém,Község,1,446,167,0,167,2,165,16,0,15,86,2,34,5,2,5
Lesencefalu,Veszprém,Község,1,261,126,0,126,1,125,5,1,18,82,1,12,4,0,2
Lesenceistvánd,Veszprém,Község,1,796,305,0,305,0,305,13,3,36,202,4,25,20,1,1
Lesencetomaj,Veszprém,Község,1,797,308,0,308,0,308,16,3,41,200,9,29,9,0,1
Litér,Veszprém,Község,2,1771,757,2,756,0,756,62,18,60,361,80,113,38,6,18
Lókút,Veszprém,Község,1,374,158,0,157,0,157,2,6,12,108,8,10,6,1,4
Lovas,Veszprém,Község,1,404,238,0,238,2,236,6,5,15,137,25,24,18,1,5
Lovászpatona,Veszprém,Község,1,915,318,0,317,7,310,10,0,17,236,12,26,7,0,2
Magyargencs,Veszprém,Község,1,427,154,0,154,1,153,7,1,16,90,11,21,7,0,0
Magyarpolány,Veszprém,Község,1,1106,506,0,506,4,502,30,15,24,293,38,74,20,1,7
Malomsok,Veszprém,Község,1,427,213,0,213,1,212,4,1,15,160,12,14,6,0,0
Marcalgergelyi,Veszprém,Község,1,318,114,0,114,0,114,2,1,8,89,3,4,6,0,1
Marcaltő,Veszprém,Község,2,637,262,0,262,1,261,12,9,27,150,11,31,14,4,3
Márkó,Veszprém,Község,1,1151,605,0,605,1,604,24,26,32,348,55,69,24,5,21
Megyer,Veszprém,Község,1,28,14,0,14,0,14,0,0,1,8,1,2,0,0,2
Mencshely,Veszprém,Község,1,237,126,0,126,1,125,3,6,8,76,4,20,3,2,3
Mezőlak,Veszprém,Község,1,760,277,0,277,2,275,13,2,23,177,17,35,5,2,1
Mihályháza,Veszprém,Község,1,609,233,0,233,3,230,13,0,32,159,5,16,4,0,1
Mindszentkálla,Veszprém,Község,1,241,104,0,104,0,104,5,4,9,67,8,7,1,1,2
Monostorapáti,Veszprém,Község,1,905,395,0,395,1,394,14,10,33,256,15,38,23,0,5
Monoszló,Veszprém,Község,1,108,66,0,66,0,66,1,3,4,34,9,9,3,0,3
Nagyacsád,Veszprém,Község,1,535,205,0,205,2,203,8,7,17,110,9,42,9,0,1
Nagyalásony,Veszprém,Község,1,389,176,0,176,1,175,3,5,13,128,5,14,7,0,0
Nagydém,Veszprém,Község,1,274,99,0,99,1,98,6,0,3,75,0,8,3,2,1
Nagyesztergár,Veszprém,Község,1,951,339,0,339,0,339,16,5,34,211,15,39,10,2,7
Nagygyimót,Veszprém,Község,1,465,235,0,235,1,234,6,0,17,186,4,14,6,1,0
Nagypirit,Veszprém,Község,1,226,102,0,102,1,101,4,1,4,73,10,4,2,1,2
Nagytevel,Veszprém,Község,1,449,211,0,211,0,211,8,2,30,133,3,20,13,1,1
Nagyvázsony,Veszprém,Község,2,1483,642,0,642,5,637,41,19,57,350,63,68,18,2,19
Nemesgörzsöny,Veszprém,Község,1,530,239,0,239,1,238,4,1,19,165,2,36,10,0,1
Nemesgulács,Veszprém,Község,1,840,387,0,387,2,385,18,6,47,235,14,49,7,3,6
Nemeshany,Veszprém,Község,1,298,119,0,119,0,119,6,2,12,81,4,8,4,1,1
Nemesszalók,Veszprém,Község,1,704,282,0,282,1,281,8,10,14,201,9,19,14,1,5
Nemesvámos,Veszprém,Község,2,2336,1128,0,1122,3,1119,34,46,68,665,120,135,27,5,19
Nemesvita,Veszprém,Község,1,299,144,1,143,0,143,10,1,9,93,5,21,2,1,1
Németbánya,Veszprém,Község,1,81,55,0,55,1,54,2,1,2,29,7,7,3,0,3
Nóráp,Veszprém,Község,1,183,115,0,115,1,114,5,1,6,95,1,4,0,0,2
Noszlop,Veszprém,Község,1,794,296,0,296,1,295,21,6,22,174,14,24,21,4,9
Nyárád,Veszprém,Község,1,720,371,0,371,3,368,10,2,30,266,13,37,5,3,2
Nyirád,Veszprém,Község,2,1518,580,0,580,2,578,32,8,71,337,24,63,33,1,9
Óbudavár,Veszprém,Község,1,43,34,0,34,1,33,2,3,4,16,3,1,0,0,4
Olaszfalu,Veszprém,Község,1,854,382,0,382,1,381,15,7,22,264,17,47,4,1,4
Oroszi,Veszprém,Község,1,117,51,0,51,0,51,0,2,2,37,0,1,8,1,0
Öcs,Veszprém,Község,1,161,78,0,78,1,77,0,0,10,46,14,5,2,0,0
Örvényes,Veszprém,Község,1,165,115,0,115,1,114,12,7,7,68,13,2,3,0,2
Ősi,Veszprém,Község,2,1666,599,1,599,5,594,24,8,75,350,21,86,15,0,15
