község_neve_2011,község_jogállása_2011,megye_2011,kistérség_székhelye_2011,terület_hektár_2011,lakónépesség_2011,lakások_száma_2011,fő_per_hektár,fő_per_lakás,önkormányzat_bolgár_2011,önkormányzat_cigány_2011,önkormányzat_görög_2011,önkormányzat_horvát_2011,önkormányzat_lengyel_2011,önkormányzat_német_2011,önkormányzat_örmény_2011,önkormányzat_román_2011,önkormányzat_ruszin_2011,önkormányzat_szerb_2011,önkormányzat_szlovák_2011,önkormányzat_szlovén_2011,önkormányzat_ukrán_2011
Kisszőlős,község,Veszprém,Devecser,649,144,72,0.2218798151001541,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0
Klárafalva,község,Csongrád,Makó,910,490,201,0.5384615384615384,2.4378109452736316,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocs,község,Komárom-Esztergom,Tata,5827,2594,967,0.4451690406727304,2.6825232678386763,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocsér,község,Pest,Cegléd,6728,1869,1011,0.27779429250891796,1.8486646884272997,0,0,0,0,0,0,0,0,0,0,0,0,0
Kocsola,község,Tolna,Dombóvár,3334,1230,526,0.36892621475704857,2.338403041825095,0,1,0,0,0,1,0,0,0,0,0,0,0
Kocsord,község,Szabolcs-Szatmár-Bereg,Mátészalka,2547,2782,1033,1.0922654102866116,2.6931268151016456,0,1,0,0,0,1,0,0,0,0,0,0,0
Kóka,község,Pest,Nagykáta,4436,4455,1726,1.004283137962128,2.581112398609502,0,1,0,0,0,0,0,0,0,0,0,0,0
Kokad,község,Hajdú-Bihar,Létavértes,1610,586,303,0.3639751552795031,1.933993399339934,0,1,0,0,0,0,0,0,0,0,0,0,0
Kolontár,község,Veszprém,Devecser,2172,746,236,0.3434622467771639,3.1610169491525424,0,0,0,0,0,1,0,0,0,0,0,0,0
Komádi,város,Hajdú-Bihar,Berettyóújfalu,14465,5269,2605,0.36425855513307986,2.022648752399232,0,1,0,0,0,0,0,0,0,0,0,0,0
Komárom,város,Komárom-Esztergom,Komárom,7019,19733,8292,2.8113691409032624,2.3797636275928604,0,1,0,0,0,1,0,0,0,0,0,0,1
Komjáti,község,Borsod-Abaúj-Zemplén,Edelény,1108,263,143,0.23736462093862815,1.8391608391608392,0,0,0,0,0,0,0,0,0,0,0,0,0
Komló,város,Baranya,Komló,4655,25299,11229,5.434801288936627,2.253005610472883,0,1,1,1,0,1,0,0,0,0,0,0,1
Komlódtótfalu,község,Szabolcs-Szatmár-Bereg,Csenger,697,122,62,0.1750358680057389,1.967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0
Komlósd,község,Somogy,Barcs,746,186,92,0.24932975871313673,2.0217391304347827,0,0,0,0,0,0,0,0,0,0,0,0,0
Komlóska,község,Borsod-Abaúj-Zemplén,Sárospatak,2986,245,180,0.08204956463496316,1.3611111111111112,0,0,0,0,0,0,0,0,1,0,0,0,0
Komoró,község,Szabolcs-Szatmár-Bereg,Záhony,1169,1269,460,1.0855431993156544,2.758695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0
Kompolt,község,Heves,Füzesabony,2273,2135,790,0.9392872855257369,2.7025316455696204,0,1,0,0,0,1,0,0,0,0,0,0,0
Kondó,község,Borsod-Abaúj-Zemplén,Miskolc,1963,607,224,0.3092205807437596,2.7098214285714284,0,0,0,0,0,0,0,0,0,0,0,0,0
Kondorfa,község,Vas,Őriszentpéter,2161,538,298,0.24895881536325776,1.8053691275167785,0,0,0,0,0,0,0,0,0,0,0,0,0
Kondoros,nagyközség,Békés,Szarvas,8184,5227,2527,0.6386852394916911,2.068460625247329,0,0,0,0,0,0,0,0,0,0,1,0,0
Kóny,község,Győr-Moson-Sopron,Csorna,2888,2631,1057,0.91101108033241,2.489120151371807,0,0,0,0,0,0,0,0,0,0,0,0,0
Konyár,község,Hajdú-Bihar,Létavértes,4170,2027,857,0.48609112709832136,2.365227537922987,0,1,0,0,0,0,0,0,0,0,0,0,0
Kópháza,község,Győr-Moson-Sopron,Sopron,872,2053,667,2.354357798165138,3.077961019490255,0,0,0,1,0,0,0,0,0,0,0,0,0
Koppányszántó,község,Tolna,Tamási,2255,308,220,0.13658536585365855,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0
Korlát,község,Borsod-Abaúj-Zemplén,Gönc,794,283,144,0.35642317380352645,1.9652777777777777,0,1,0,0,0,0,0,0,0,0,0,0,0
Koroncó,község,Győr-Moson-Sopron,Győr,2690,2007,692,0.746096654275093,2.9002890173410405,0,1,0,0,0,0,0,0,0,0,0,0,0
Kórós,község,Baranya,Sellye,1512,235,85,0.15542328042328044,2.764705882352941,0,1,0,0,0,0,0,0,0,0,0,0,0
Kosd,község,Pest,Vác,3408,2556,908,0.75,2.814977973568282,0,0,0,0,0,0,0,0,0,0,0,0,0
Kóspallag,község,Pest,Szob,1277,797,306,0.6241190289741582,2.604575163398693,0,0,0,0,0,0,0,0,0,0,1,0,0
Kótaj,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,2593,4536,1533,1.7493251060547628,2.958904109589041,0,1,0,0,0,0,0,0,0,0,0,0,0
Kovácshida,község,Baranya,Siklós,809,270,95,0.3337453646477132,2.8421052631578947,0,1,0,0,0,0,0,0,0,0,0,0,0
Kovácsszénája,község,Baranya,Pécs,783,55,30,0.070242656449553,1.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovácsvágás,község,Borsod-Abaúj-Zemplén,Sátoraljaújhely,2109,628,238,0.2977714556661925,2.638655462184874,0,1,0,0,0,0,0,0,0,0,0,0,0
Kozárd,község,Nógrád,Pásztó,644,158,131,0.2453416149068323,1.2061068702290076,0,0,0,0,0,0,0,0,0,0,0,0,0
Kozármisleny,város,Baranya,Pécs,1445,6061,2071,4.194463667820069,2.926605504587156,0,1,0,1,0,1,0,0,0,0,0,0,0
Kozmadombja,község,Zala,Lenti,763,56,33,0.07339449541284404,1.696969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0
Köblény,község,Baranya,Komló,804,234,106,0.291044776119403,2.207547169811321,0,0,0,0,0,0,0,0,0,0,0,0,0
Köcsk,község,Vas,Celldömölk,1258,288,169,0.2289348171701113,1.7041420118343196,0,0,0,0,0,0,0,0,0,0,0,0,0
Kökény,község,Baranya,Pécs,490,604,218,1.2326530612244897,2.770642201834862,0,0,0,1,0,0,0,0,0,0,0,0,0
Kőkút,község,Somogy,Kadarkút,2023,636,135,0.3143845773603559,4.711111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0
Kölcse,nagyközség,Szabolcs-Szatmár-Bereg,Fehérgyarmat,2824,1261,563,0.44652974504249293,2.2397868561278864,0,0,0,0,0,0,0,0,0,0,0,0,0
Kölesd,község,Tolna,Szekszárd,3813,1516,614,0.3975872016784684,2.469055374592834,0,1,0,0,0,0,0,0,0,0,0,0,0
Kölked,község,Baranya,Mohács,6194,1071,414,0.1729092670326122,2.5869565217391304,0,1,0,1,0,1,0,0,0,0,0,0,0
Kömlő,község,Heves,Heves,4922,1769,678,0.3594067452255181,2.6091445427728615,0,1,0,0,0,0,0,0,0,0,0,0,0
Kömlőd,község,Komárom-Esztergom,Oroszlány,2284,1232,390,0.5394045534150613,3.158974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0
Kömörő,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,1637,512,246,0.3127672571777642,2.0813008130081303,0,1,0,0,0,0,0,0,0,0,0,0,0
Kömpöc,község,Bács-Kiskun,Kiskunmajsa,2998,710,396,0.23682454969979988,1.792929292929293,0,0,0,0,0,0,0,0,0,0,0,0,0
Körmend,város,Vas,Körmend,5283,11799,5119,2.233390119250426,2.304942371556945,0,1,0,0,0,0,0,0,0,0,0,0,0
Környe,község,Komárom-Esztergom,Tatabánya,4535,4436,1653,0.9781697905181919,2.6836055656382336,0,0,0,0,0,1,0,0,0,0,0,0,0
Köröm,község,Borsod-Abaúj-Zemplén,Miskolc,834,1375,355,1.6486810551558753,3.8732394366197185,0,1,0,0,0,0,0,0,0,0,0,0,0
Kőröshegy,község,Somogy,Balatonföldvár,2139,1611,724,0.7531556802244039,2.2251381215469612,0,0,0,0,0,0,0,0,0,0,0,0,0
Körösladány,város,Békés,Szeghalom,12379,4651,2034,0.3757169399789967,2.286627335299902,0,1,0,0,0,0,0,0,0,0,0,0,0
Körösnagyharsány,község,Békés,Sarkad,1991,546,351,0.2742340532395781,1.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0
Köröstarcsa,község,Békés,Békés,6280,2502,1246,0.39840764331210193,2.0080256821829856,0,1,0,0,0,0,0,0,0,0,0,0,0
Kőröstetétlen,község,Pest,Cegléd,3265,860,367,0.26339969372128635,2.343324250681199,0,0,0,0,0,0,0,0,0,0,0,0,0
Körösújfalu,község,Békés,Szeghalom,2530,550,276,0.21739130434782608,1.9927536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0
Körösszakál,község,Hajdú-Bihar,Berettyóújfalu,1502,820,392,0.5459387483355526,2.0918367346938775,0,1,0,0,0,0,0,1,0,0,0,0,0
Körösszegapáti,község,Hajdú-Bihar,Berettyóújfalu,4585,878,501,0.19149400218102508,1.7524950099800398,0,1,0,0,0,0,0,1,0,0,0,0,0
Kőszárhegy,község,Fejér,Székesfehérvár,590,1621,584,2.747457627118644,2.7756849315068495,0,0,0,0,0,0,0,0,0,0,0,0,0
Kőszeg,város,Vas,Kőszeg,5466,12077,4653,2.2094767654592022,2.5955297657425316,0,1,0,1,0,1,0,0,0,0,0,0,0
Kőszegdoroszló,község,Vas,Kőszeg,965,246,105,0.2549222797927461,2.342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
Kőszegpaty,község,Vas,Kőszeg,1225,205,78,0.1673469387755102,2.628205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0
Kőszegszerdahely,község,Vas,Kőszeg,737,493,204,0.6689280868385346,2.4166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0
Kötcse,község,Somogy,Balatonföldvár,1954,503,236,0.25742067553735926,2.1313559322033897,0,0,0,0,0,0,0,0,0,0,0,0,0
Kötegyán,község,Békés,Sarkad,4295,1340,738,0.3119906868451688,1.815718157181572,0,1,0,0,0,0,0,1,0,0,0,0,0
Kőtelek,község,Jász-Nagykun-Szolnok,Szolnok,4514,1583,868,0.3506867523260966,1.8237327188940091,0,1,0,0,0,0,0,0,0,0,0,0,0
Kővágóörs,község,Veszprém,Tapolca,2209,808,374,0.36577636939791763,2.160427807486631,0,0,0,0,0,0,0,0,0,0,0,0,0
Kővágószőlős,község,Baranya,Pécs,1825,1279,513,0.7008219178082192,2.49317738791423,0,1,0,0,0,0,0,0,0,0,0,0,0
Kővágótöttös,község,Baranya,Pécs,1394,322,125,0.2309899569583931,2.576,0,1,0,0,0,0,0,0,0,0,0,0,0
Kövegy,község,Csongrád,Makó,971,375,254,0.3861997940267765,1.4763779527559056,0,0,0,0,0,0,0,0,0,0,0,0,0
Köveskál,község,Veszprém,Tapolca,1449,367,178,0.2532781228433402,2.061797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasznokvajda,község,Borsod-Abaúj-Zemplén,Encs,1144,441,202,0.38548951048951047,2.1831683168316833,0,1,0,0,0,0,0,0,0,0,0,0,0
Kulcs,község,Fejér,Adony,1673,2669,821,1.5953377166766287,3.250913520097442,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunadacs,község,Bács-Kiskun,Kunszentmiklós,8990,1554,773,0.1728587319243604,2.0103492884864167,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunágota,község,Békés,Mezőkovácsháza,6396,2595,1390,0.4057223264540338,1.8669064748201438,0,0,0,0,0,0,0,1,0,0,0,0,0
Kunbaja,község,Bács-Kiskun,Bácsalmás,3372,1500,756,0.44483985765124556,1.9841269841269842,0,0,0,0,0,1,0,0,0,0,0,0,0
Kunbaracs,község,Bács-Kiskun,Kecskemét,5511,641,329,0.11631282888767919,1.9483282674772036,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuncsorba,község,Jász-Nagykun-Szolnok,Törökszentmiklós,3363,595,305,0.17692536425810287,1.9508196721311475,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunfehértó,község,Bács-Kiskun,Kiskunhalas,7837,2032,911,0.25928288886053336,2.230515916575192,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunhegyes,város,Jász-Nagykun-Szolnok,Tiszafüred,14894,7582,3401,0.5090640526386464,2.229344310496913,0,1,0,0,0,0,0,0,0,0,0,0,0
Kunmadaras,nagyközség,Jász-Nagykun-Szolnok,Karcag,15355,5424,2082,0.35323998697492676,2.605187319884726,0,1,0,0,0,0,0,0,0,0,0,0,0
Kunpeszér,község,Bács-Kiskun,Kunszentmiklós,7755,638,306,0.08226950354609928,2.084967320261438,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunszállás,község,Bács-Kiskun,Kiskunfélegyháza,2085,1645,756,0.7889688249400479,2.175925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunszentmárton,város,Jász-Nagykun-Szolnok,Kunszentmárton,14365,8496,3973,0.5914375217542638,2.138434432418827,0,1,0,0,0,0,0,0,0,0,0,0,0
Kunszentmiklós,város,Bács-Kiskun,Kunszentmiklós,17211,8628,3545,0.5013073034687119,2.4338504936530323,0,1,0,0,0,0,0,0,0,0,0,0,0
Kunsziget,község,Győr-Moson-Sopron,Győr,1787,1230,439,0.6883044208170117,2.8018223234624147,0,0,0,0,0,0,0,0,0,0,0,0,0
Kup,község,Veszprém,Pápa,2478,462,179,0.1864406779661017,2.5810055865921786,0,1,0,0,0,1,0,0,0,0,0,0,0
Kupa,község,Borsod-Abaúj-Zemplén,Szikszó,784,150,79,0.1913265306122449,1.8987341772151898,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurd,község,Tolna,Dombóvár,3119,1232,509,0.39499839692209043,2.420432220039293,0,1,0,0,0,1,0,0,0,0,0,0,0
Kurityán,község,Borsod-Abaúj-Zemplén,Kazincbarcika,754,1657,606,2.197612732095491,2.7343234323432344,0,1,0,0,0,0,0,0,0,0,0,0,0
Kustánszeg,község,Zala,Zalaegerszeg,1142,509,211,0.4457092819614711,2.4123222748815167,0,0,0,0,0,0,0,0,0,0,0,0,0
Kutas,község,Somogy,Nagyatád,3655,1488,516,0.40711354309165526,2.883720930232558,0,1,0,0,0,0,0,0,0,0,0,0,0
Kutasó,község,Nógrád,Pásztó,605,111,78,0.1834710743801653,1.4230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Kübekháza,község,Csongrád,Szeged,2731,1535,594,0.5620651775906261,2.5841750841750843,0,1,0,0,0,0,0,0,0,0,0,0,0
Külsősárd,község,Zala,Lenti,152,77,36,0.506578947368421,2.138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0
Külsővat,község,Veszprém,Pápa,1931,760,266,0.3935784567581564,2.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
Küngös,község,Veszprém,Balatonalmádi,940,508,182,0.5404255319148936,2.791208791208791,0,0,0,0,0,0,0,0,0,0,0,0,0
Lábatlan,város,Komárom-Esztergom,Esztergom,2635,5018,2099,1.9043643263757115,2.390662220104812,0,1,0,0,0,0,0,0,0,0,0,0,0
Lábod,község,Somogy,Nagyatád,6651,1995,751,0.29995489400090214,2.656458055925433,0,1,0,0,0,0,0,0,0,0,0,0,0
Lácacséke,község,Borsod-Abaúj-Zemplén,Cigánd,1637,255,209,0.15577275503970678,1.2200956937799043,0,1,0,0,0,0,0,0,0,0,0,0,0
Lad,község,Somogy,Barcs,2235,555,271,0.2483221476510067,2.047970479704797,0,0,0,0,0,1,0,0,0,0,0,0,0
Ladánybene,község,Bács-Kiskun,Kecskemét,4074,1685,803,0.41359842906234656,2.0983810709838107,0,0,0,0,0,0,0,0,0,0,0,0,0
Ládbesenyő,község,Borsod-Abaúj-Zemplén,Edelény,1040,270,127,0.25961538461538464,2.125984251968504,0,0,0,0,1,0,0,0,0,0,0,0,0
Lajoskomárom,nagyközség,Fejér,Enying,7567,2131,893,0.2816175498876701,2.3863381858902577,0,0,0,0,0,0,0,0,0,0,0,0,0
Lajosmizse,város,Bács-Kiskun,Kecskemét,16466,11149,4904,0.6770921899672051,2.2734502446982057,0,1,0,0,0,0,0,0,0,0,0,0,0
Lak,község,Borsod-Abaúj-Zemplén,Edelény,1976,607,209,0.30718623481781376,2.9043062200956937,0,1,0,0,0,0,0,0,0,0,0,0,0
Lakhegy,község,Zala,Zalaegerszeg,858,484,204,0.5641025641025641,2.372549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakitelek,nagyközség,Bács-Kiskun,Kecskemét,5466,4421,1973,0.8088181485547018,2.240750126710593,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakócsa,község,Somogy,Barcs,2532,563,269,0.22235387045813587,2.092936802973978,0,1,0,1,0,0,0,0,0,0,0,0,0
Lánycsók,község,Baranya,Mohács,2540,2509,877,0.9877952755905511,2.860889395667047,0,1,0,1,0,1,0,0,0,0,0,0,0
Lápafő,község,Tolna,Dombóvár,931,152,84,0.16326530612244897,1.8095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0
Lapáncsa,község,Baranya,Siklós,436,195,78,0.44724770642201833,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Laskod,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,1359,969,415,0.7130242825607064,2.3349397590361445,0,1,0,0,0,0,0,0,0,0,0,0,0
Lasztonya,község,Zala,Letenye,877,119,59,0.13568985176738882,2.016949152542373,0,1,0,0,0,0,0,0,0,0,0,0,0
Látrány,község,Somogy,Fonyód,2231,1343,580,0.601972209771403,2.31551724137931,0,1,0,0,0,0,0,0,0,0,0,0,0
Lázi,község,Győr-Moson-Sopron,Pannonhalma,1679,560,239,0.33353186420488384,2.3430962343096233,0,0,0,0,0,0,0,0,0,0,0,0,0
Leányfalu,nagyközség,Pest,Szentendre,1537,3637,1169,2.3662979830839297,3.111206159110351,0,0,0,0,0,0,0,0,0,0,0,0,0
Leányvár,község,Komárom-Esztergom,Dorog,726,1716,654,2.3636363636363638,2.623853211009174,0,0,0,0,0,1,0,0,0,0,0,0,0
Lébény,nagyközség,Győr-Moson-Sopron,Mosonmagyaróvár,8137,3179,1236,0.39068452746712545,2.572006472491909,0,0,0,0,0,1,0,0,0,0,0,0,0
Legénd,község,Nógrád,Rétság,1841,467,239,0.2536664856056491,1.9539748953974896,0,1,0,0,0,0,0,0,0,0,1,0,0
Legyesbénye,község,Borsod-Abaúj-Zemplén,Szerencs,2031,1527,630,0.7518463810930576,2.4238095238095236,0,0,0,0,0,0,0,0,0,0,0,0,0
Léh,község,Borsod-Abaúj-Zemplén,Szikszó,847,480,152,0.5667060212514758,3.1578947368421053,0,1,0,0,0,0,0,0,0,0,0,0,0
Lénárddaróc,község,Borsod-Abaúj-Zemplén,Ózd,516,295,171,0.5717054263565892,1.7251461988304093,0,0,0,0,0,0,0,0,0,0,0,0,0
Lendvadedes,község,Zala,Lenti,402,33,26,0.08208955223880597,1.2692307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0
Lendvajakabfa,község,Zala,Lenti,618,33,45,0.05339805825242718,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Lengyel,község,Tolna,Bonyhád,2003,531,240,0.2651023464802796,2.2125,0,0,0,0,0,1,0,0,0,0,0,0,0
Lengyeltóti,város,Somogy,Lengyeltóti,3957,3262,1242,0.8243618903209502,2.6264090177133657,0,1,0,0,0,0,0,0,0,0,0,0,0
Lenti,város,Zala,Lenti,7380,7992,3406,1.0829268292682928,2.346447445684087,0,1,0,0,0,0,0,0,0,0,0,0,0
Lepsény,nagyközség,Fejér,Enying,3908,3069,1198,0.7853121801432958,2.5617696160267114,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesencefalu,község,Veszprém,Tapolca,718,301,154,0.4192200557103064,1.9545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesenceistvánd,község,Veszprém,Tapolca,864,964,391,1.1157407407407407,2.465473145780051,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesencetomaj,község,Veszprém,Tapolca,2408,1109,374,0.46054817275747506,2.96524064171123,0,1,0,0,0,0,0,0,0,0,0,0,0
Létavértes,város,Hajdú-Bihar,Létavértes,11662,7058,2742,0.6052135139770194,2.574033552151714,0,1,0,0,0,0,0,1,0,0,0,0,0
Letenye,város,Zala,Letenye,4174,4119,1625,0.986823191183517,2.5347692307692307,0,1,0,1,0,1,0,0,0,0,0,0,0
Letkés,község,Pest,Szob,2455,1141,458,0.46476578411405295,2.4912663755458517,0,1,0,0,0,0,0,0,0,0,0,0,0
Levél,község,Győr-Moson-Sopron,Mosonmagyaróvár,2493,1798,659,0.7212194143602085,2.7283763277693476,0,0,0,0,0,1,0,0,0,0,0,0,0
Levelek,nagyközség,Szabolcs-Szatmár-Bereg,Baktalórántháza,2573,2892,957,1.1239797901282549,3.0219435736677114,0,1,0,0,0,0,0,0,0,0,0,0,0
Libickozma,község,Somogy,Marcali,2297,56,52,0.024379625598606878,1.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0
Lickóvadamos,község,Zala,Zalaegerszeg,669,198,126,0.29596412556053814,1.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
Liget,község,Baranya,Komló,1207,422,142,0.3496271748135874,2.971830985915493,0,1,0,0,0,0,0,0,0,0,0,0,0
Ligetfalva,község,Zala,Zalaszentgrót,473,48,35,0.1014799154334038,1.3714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0
Lipót,község,Győr-Moson-Sopron,Mosonmagyaróvár,1609,659,250,0.4095711622125544,2.636,0,0,0,0,0,0,0,0,0,0,0,0,0
Lippó,község,Baranya,Mohács,1453,446,212,0.3069511355815554,2.1037735849056602,0,0,0,0,0,1,0,0,0,1,0,0,0
Liptód,község,Baranya,Mohács,1499,208,144,0.13875917278185457,1.4444444444444444,0,0,0,0,0,1,0,0,0,0,0,0,0
Lispeszentadorján,község,Zala,Letenye,914,310,177,0.33916849015317285,1.7514124293785311,0,1,0,0,0,0,0,0,0,0,0,0,0
Liszó,község,Zala,Nagykanizsa,2591,414,166,0.15978386723272867,2.4939759036144578,0,0,0,0,0,0,0,0,0,0,0,0,0
Litér,község,Veszprém,Balatonalmádi,1283,2037,709,1.5876851130163678,2.8730606488011285,0,0,0,0,0,0,0,0,0,0,0,0,0
Litka,község,Borsod-Abaúj-Zemplén,Encs,670,49,49,0.07313432835820896,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litke,község,Nógrád,Salgótarján,1816,841,364,0.4631057268722467,2.3104395604395602,0,1,0,0,0,0,0,0,0,0,0,0,0
Lócs,község,Vas,Csepreg,513,130,97,0.253411306042885,1.3402061855670102,0,0,0,0,0,0,0,0,0,0,0,0,0
Lókút,község,Veszprém,Zirc,1811,507,193,0.27995582551076753,2.626943005181347,0,0,0,0,0,1,0,0,0,0,0,0,0
Lónya,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,3548,661,422,0.18630214205186021,1.566350710900474,0,0,0,0,0,0,0,0,0,0,0,0,0
Lórév,község,Pest,Ráckeve,988,320,122,0.32388663967611336,2.622950819672131,1,0,0,0,0,0,0,0,0,1,0,0,0
Lothárd,község,Baranya,Pécs,1046,248,111,0.23709369024856597,2.234234234234234,0,0,0,1,0,0,0,0,0,0,0,0,0
Lovas,község,Veszprém,Balatonfüred,594,432,171,0.7272727272727273,2.526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovasberény,község,Fejér,Székesfehérvár,6062,2663,1109,0.4392939623886506,2.4012623985572588,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovászhetény,község,Baranya,Pécsvárad,895,279,118,0.311731843575419,2.364406779661017,0,0,0,0,0,1,0,0,0,0,0,0,0
Lovászi,község,Zala,Lenti,967,1205,590,1.2461220268872804,2.042372881355932,0,1,0,0,0,0,0,0,0,0,0,0,0
Lovászpatona,község,Veszprém,Pápa,4990,1132,520,0.22685370741482966,2.1769230769230767,0,1,0,0,0,1,0,0,0,0,0,0,0
Lőkösháza,község,Békés,Gyula,5202,1791,831,0.34429065743944637,2.155234657039711,0,1,0,0,0,0,0,1,0,0,0,0,0
Lőrinci,város,Heves,Hatvan,2353,5969,2317,2.536761580960476,2.576176089771256,0,1,0,0,0,0,0,0,0,0,0,0,0
Lövő,község,Győr-Moson-Sopron,Sopron,1747,1428,529,0.81740125930166,2.6994328922495274,0,0,0,0,0,0,0,0,0,0,0,0,0
Lövőpetri,község,Szabolcs-Szatmár-Bereg,Kisvárda,926,443,221,0.47840172786177104,2.004524886877828,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucfalva,község,Nógrád,Bátonyterenye,1410,603,234,0.4276595744680851,2.576923076923077,0,1,0,0,0,0,0,0,0,0,1,0,0
Ludányhalászi,község,Nógrád,Szécsény,2119,1591,500,0.7508258612553091,3.182,0,1,0,0,0,0,0,0,0,0,0,0,0
Ludas,község,Heves,Gyöngyös,1079,809,382,0.7497683039851715,2.1178010471204187,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukácsháza,község,Vas,Kőszeg,936,1047,391,1.1185897435897436,2.6777493606138107,0,0,0,0,0,0,0,0,0,0,0,0,0
Lulla,község,Somogy,Tab,1039,210,94,0.20211742059672763,2.234042553191489,0,0,0,0,0,0,0,0,0,0,0,0,0
Lúzsok,község,Baranya,Sellye,652,269,67,0.4125766871165644,4.014925373134329,0,1,0,0,0,0,0,0,0,0,0,0,0
Mád,község,Borsod-Abaúj-Zemplén,Szerencs,3186,2130,1210,0.6685499058380414,1.7603305785123966,0,0,0,0,0,0,0,0,0,0,0,0,0
Madaras,község,Bács-Kiskun,Bácsalmás,4930,2961,1557,0.6006085192697769,1.9017341040462428,0,0,0,0,0,0,0,0,0,0,0,0,0
Madocsa,község,Tolna,Paks,4333,1877,842,0.43318716824371106,2.2292161520190024,0,0,0,0,0,0,0,0,0,0,0,0,0
Maglóca,község,Győr-Moson-Sopron,Csorna,577,94,68,0.16291161178509533,1.3823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0
Maglód,város,Pest,Monor,2237,11767,4022,5.260169870362092,2.9256588761810045,0,1,0,0,0,0,0,0,0,0,1,0,0
Mágocs,város,Baranya,Sásd,4254,2414,972,0.5674659144334744,2.483539094650206,0,1,0,0,0,1,0,0,0,0,0,0,0
Magosliget,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,518,251,94,0.48455598455598453,2.6702127659574466,0,1,0,0,0,0,0,0,0,0,0,0,0
Magy,község,Szabolcs-Szatmár-Bereg,Baktalórántháza,2070,971,334,0.46908212560386475,2.907185628742515,0,0,0,0,0,0,0,0,0,0,0,0,0
Magyaralmás,község,Fejér,Mór,2242,1526,579,0.6806422836752899,2.6355785837651124,0,0,0,0,0,0,0,0,0,0,0,0,0
Magyaratád,község,Somogy,Kaposvár,1882,843,371,0.4479277364505845,2.2722371967654986,0,0,0,0,0,0,0,0,0,0,0,0,0
Magyarbánhegyes,község,Békés,Mezőkovácsháza,3656,2406,1101,0.6580962800875274,2.1852861035422344,0,1,0,0,0,0,0,0,0,0,0,0,0
Magyarbóly,község,Baranya,Siklós,1722,985,376,0.5720092915214866,2.61968085106383,0,0,0,0,0,1,0,0,0,1,0,0,0
Magyarcsanád,község,Csongrád,Makó,4808,1509,752,0.31385191347753744,2.0066489361702127,0,1,0,0,0,0,0,1,0,1,0,0,0
Magyardombegyház,község,Békés,Mezőkovácsháza,765,220,168,0.2875816993464052,1.3095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0
